# time_ps avg_interchain_contacts
211000.000000 55.6801033566
211200.000000 54.7648693086
211400.000000 54.8130555210
211600.000000 55.2395606936
211800.000000 54.3222904888
212000.000000 53.8956835397
212200.000000 54.2534143419
212400.000000 53.3702111494
212600.000000 53.2548262633
212800.000000 55.2400458491
213000.000000 55.4083281716
213200.000000 53.9035884119
213400.000000 54.4227359170
213600.000000 54.5276778706
213800.000000 54.6744673189
214000.000000 55.5860422068
214200.000000 54.6277471301
214400.000000 54.0317858749
214600.000000 54.9564697217
214800.000000 53.5374038441
215000.000000 52.9566054966
215200.000000 53.3205571222
215400.000000 52.4140111202
215600.000000 53.6784633647
215800.000000 51.6096645230
216000.000000 52.3612676572
216200.000000 53.0456888392
216400.000000 52.2538716800
216600.000000 51.7700373704
216800.000000 52.9643497000
217000.000000 55.0640088678
217200.000000 56.2030749374
217400.000000 55.2258863154
217600.000000 54.7073282366
217800.000000 54.8401555625
218000.000000 54.0139586257
218200.000000 53.9455641072
218400.000000 54.3814688572
218600.000000 56.5186020028
218800.000000 56.0324923890
219000.000000 54.8297577574
219200.000000 55.4746996781
219400.000000 55.4981781989
219600.000000 56.4833052072
219800.000000 56.9628193208
220000.000000 56.5083794700
220200.000000 54.6311223926
220400.000000 56.7338189393
220600.000000 57.6384084116
220800.000000 57.6381586170
221000.000000 58.7649833398
221200.000000 57.5382228824
221400.000000 57.4497028818
221600.000000 57.5049695962
221800.000000 57.5652598820
222000.000000 55.3929131139
222200.000000 55.7300836689
222400.000000 54.9517179803
222600.000000 55.0505918121
222800.000000 56.9747614097
223000.000000 56.0790580993
223200.000000 55.3965499155
223400.000000 54.6343686000
223600.000000 54.5975362730
223800.000000 56.1088758358
224000.000000 55.0727303869
224200.000000 55.7437761887
224400.000000 54.2795817958
224600.000000 55.8127402096
224800.000000 55.5678395134
225000.000000 55.9363145639
225200.000000 55.1992677062
225400.000000 54.7325551051
225600.000000 56.6318850345
225800.000000 57.0216983277
226000.000000 56.6338973772
226200.000000 55.8106599095
226400.000000 56.8839054718
226600.000000 56.6963537267
226800.000000 56.8064148869
227000.000000 56.1305614840
227200.000000 55.2125856487
227400.000000 55.5446722410
227600.000000 56.0953242440
227800.000000 57.6006526885
228000.000000 56.5126079311
228200.000000 57.0560398024
228400.000000 57.3952605641
228600.000000 57.0922327135
228800.000000 55.1263148642
229000.000000 54.5180268135
229200.000000 55.3228332852
229400.000000 54.1317351860
229600.000000 55.4317671287
229800.000000 55.0848353875
230000.000000 53.8912105603
230200.000000 55.1908386775
230400.000000 54.1057531704
230600.000000 53.8268037139
230800.000000 53.9636506868
231000.000000 53.1945428741
231200.000000 53.4993393312
231400.000000 52.4221516949
231600.000000 53.9581236038
231800.000000 53.4488281772
232000.000000 53.5346510193
232200.000000 51.9233066855
232400.000000 52.3904715712
232600.000000 53.3967976516
232800.000000 53.7605996216
233000.000000 53.9485161116
233200.000000 51.0151119255
233400.000000 50.3760714805
233600.000000 51.0822414753
233800.000000 50.7919062101
234000.000000 51.8303332100
234200.000000 51.7504370766
234400.000000 51.8563096816
234600.000000 52.1966838823
234800.000000 53.4844076007
235000.000000 53.4220559516
235200.000000 53.0077516377
235400.000000 53.0041123396
235600.000000 54.0360272519
235800.000000 55.0879729508
236000.000000 55.2049713851
236200.000000 54.8223525957
236400.000000 53.6452840832
236600.000000 51.6037415363
236800.000000 52.1955385705
237000.000000 52.2173367711
237200.000000 52.6538124650
237400.000000 53.3692227837
237600.000000 54.0551957158
237800.000000 54.0846033477
238000.000000 53.7987903533
238200.000000 52.6701673133
238400.000000 52.9011044331
238600.000000 53.2473195442
238800.000000 52.2359090491
239000.000000 52.9457222353
239200.000000 52.2486726102
239400.000000 52.7552192396
239600.000000 52.8007699626
239800.000000 52.2641714438
240000.000000 52.9305376661
240200.000000 51.1776360659
240400.000000 51.8495056608
240600.000000 52.5221259877
240800.000000 52.7830542662
241000.000000 52.4017048054
241200.000000 53.7638866076
241400.000000 53.9044885919
241600.000000 54.6350808729
241800.000000 54.8689571547
242000.000000 52.5674262931
242200.000000 52.9153998425
242400.000000 52.9218749853
242600.000000 51.8765530457
242800.000000 53.1825807609
243000.000000 52.1813378224
243200.000000 53.5689389768
243400.000000 54.1613826755
243600.000000 54.1456936495
243800.000000 54.6265185622
244000.000000 55.1124538137
244200.000000 56.1157682243
244400.000000 56.6981799941
244600.000000 56.0212841265
244800.000000 55.1938561849
245000.000000 55.9948158075
245200.000000 54.3665896145
245400.000000 54.7736709066
245600.000000 55.3328994197
245800.000000 54.6355590453
246000.000000 55.7480450307
246200.000000 56.8247458907
246400.000000 55.3958145844
246600.000000 58.2374005722
246800.000000 57.4387202133
247000.000000 57.2223639255
247200.000000 57.0024317990
247400.000000 55.6444510239
247600.000000 56.8981787317
247800.000000 55.3133250084
248000.000000 55.5159310119
248200.000000 55.6932601716
248400.000000 55.4265408075
248600.000000 55.0410616406
248800.000000 55.0994343533
249000.000000 57.5568441184
249200.000000 56.2530226543
249400.000000 56.4118210430
249600.000000 56.8218744556
249800.000000 56.1773559810
250000.000000 55.5084520847
250200.000000 56.4891072463
250400.000000 56.3147516462
250600.000000 58.0631803442
250800.000000 59.3785021947
251000.000000 60.3838208784
251200.000000 59.8762419453
251400.000000 59.5942626328
251600.000000 58.6677231801
251800.000000 57.6204596392
252000.000000 56.1681434587
252200.000000 57.3945917699
252400.000000 58.3961438579
252600.000000 57.5771082278
252800.000000 57.9628664006
253000.000000 57.5094005988
253200.000000 56.1624579416
253400.000000 57.7884003745
253600.000000 55.6257142563
253800.000000 56.2277434858
254000.000000 56.3192732981
254200.000000 57.2777233803
254400.000000 56.5230219469
254600.000000 57.8415870475
254800.000000 56.9554202697
255000.000000 56.9143996100
255200.000000 55.2600476501
255400.000000 55.9275867383
255600.000000 56.0916218550
255800.000000 57.3338604250
256000.000000 55.3923279853
256200.000000 56.6053453408
256400.000000 57.7899770848
256600.000000 57.2293123317
256800.000000 56.3341904433
257000.000000 57.4861357340
257200.000000 58.1889381477
257400.000000 57.9245051706
257600.000000 58.0757249939
257800.000000 56.6605620177
258000.000000 56.9505592593
258200.000000 56.1370523785
258400.000000 56.1948086745
258600.000000 55.8425625699
258800.000000 55.7355023146
259000.000000 55.6471310482
259200.000000 55.4894589974
259400.000000 56.4070812908
259600.000000 58.2791469845
259800.000000 58.2021849990
260000.000000 58.2055803687
260200.000000 56.9094979300
260400.000000 58.5462082091
260600.000000 56.7221005900
260800.000000 57.6040537281
261000.000000 58.0000211366
261200.000000 57.8964121168
261400.000000 58.8371056086
261600.000000 58.8850042151
261800.000000 57.8378318544
262000.000000 57.3888687516
262200.000000 56.8169049496
262400.000000 57.7746316813
262600.000000 59.2418425025
262800.000000 59.8485532068
263000.000000 60.5838745086
263200.000000 59.9976315072
263400.000000 59.3683238901
263600.000000 58.9236950497
263800.000000 57.3836831360
264000.000000 57.4482933111
264200.000000 56.9563806623
264400.000000 58.9695319717
264600.000000 58.6298309546
264800.000000 57.3723119940
265000.000000 57.9354030931
265200.000000 57.6195684930
265400.000000 56.3854088322
265600.000000 55.1461209530
265800.000000 56.6956327309
266000.000000 56.0146744994
266200.000000 58.5778284102
266400.000000 58.2661664970
266600.000000 57.8943812321
266800.000000 58.3377979817
267000.000000 58.8549601482
267200.000000 58.4846926641
267400.000000 58.7733929383
267600.000000 56.9923977941
267800.000000 56.3581004122
268000.000000 56.5233616210
268200.000000 56.5239889311
268400.000000 54.6872232849
268600.000000 55.2063373580
268800.000000 54.1542148461
269000.000000 54.3434858897
269200.000000 54.8896592191
269400.000000 54.8721837920
269600.000000 55.3724871825
269800.000000 55.0121785127
270000.000000 55.3235236068
270200.000000 56.2900703187
270400.000000 58.2447192308
270600.000000 56.8300430152
270800.000000 57.0395383918
271000.000000 57.1723058464
271200.000000 59.1533313827
271400.000000 58.7080458326
271600.000000 57.4095928269
271800.000000 57.0117976434
272000.000000 55.9847915722
272200.000000 56.4116729097
272400.000000 57.4577782412
272600.000000 56.4230348952
272800.000000 57.2842750638
273000.000000 56.4806589912
273200.000000 56.8634022275
273400.000000 57.3654518413
273600.000000 57.2007183623
273800.000000 56.5710751175
274000.000000 57.1448190678
274200.000000 57.0247019374
274400.000000 56.3527349194
274600.000000 55.2770024828
274800.000000 56.0363571651
275000.000000 54.8363501811
275200.000000 55.4741078193
275400.000000 55.6717016916
275600.000000 55.3785576533
275800.000000 56.7262918650
276000.000000 56.2852343414
276200.000000 56.4264421988
276400.000000 56.3072459632
276600.000000 55.5146252543
276800.000000 56.8030039323
277000.000000 56.9569220399
277200.000000 55.6876818472
277400.000000 55.4536902553
277600.000000 57.2425377239
277800.000000 56.2561422986
278000.000000 58.1512390353
278200.000000 57.7622674780
278400.000000 57.8355239330
278600.000000 56.8048913464
278800.000000 57.5009352151
279000.000000 55.9795505223
279200.000000 57.9028625852
279400.000000 57.4430253508
279600.000000 58.1423328569
279800.000000 57.5192245410
280000.000000 56.6654368017
280200.000000 57.8018741541
280400.000000 56.8985518567
280600.000000 56.0492415220
280800.000000 57.3724300845
281000.000000 54.8000698021
281200.000000 56.3492323757
281400.000000 55.1926889756
281600.000000 55.4802722284
281800.000000 57.1561920928
282000.000000 55.0019533818
282200.000000 54.7331864636
282400.000000 54.3564315317
282600.000000 55.7020675281
282800.000000 56.1799709487
283000.000000 55.8467649970
283200.000000 53.7531865984
283400.000000 53.4933611319
283600.000000 53.9357657418
283800.000000 53.8749372258
284000.000000 54.2604415858
284200.000000 54.3236173684
284400.000000 55.4492133279
284600.000000 53.9544798500
284800.000000 54.5027856095
285000.000000 54.9652067888
285200.000000 55.2378408228
285400.000000 56.0765221914
285600.000000 54.3999449803
285800.000000 54.5982251246
286000.000000 53.7250461515
286200.000000 53.8403819035
286400.000000 54.8111649592
286600.000000 55.2066428143
286800.000000 55.3448525146
287000.000000 55.2811176957
287200.000000 55.7843009750
287400.000000 54.8342327266
287600.000000 56.2412718326
287800.000000 55.1091705623
288000.000000 55.7979587172
288200.000000 55.8199125756
288400.000000 56.1193879201
288600.000000 57.3117850823
288800.000000 58.8036656734
289000.000000 58.6618327952
289200.000000 58.8667697939
289400.000000 57.5299211404
289600.000000 56.1150037689
289800.000000 56.5860900467
290000.000000 55.8265467938
290200.000000 54.0893960951
290400.000000 54.8408827252
290600.000000 53.9177214739
290800.000000 53.7704929818
291000.000000 54.1270038964
291200.000000 53.9101630412
291400.000000 54.9505318426
291600.000000 54.0428704476
291800.000000 55.5380004683
292000.000000 55.1382248045
292200.000000 57.0973077553
292400.000000 56.2355059853
292600.000000 56.0910660601
292800.000000 55.9492860543
293000.000000 58.1526715553
293200.000000 57.2648459902
293400.000000 56.3832700769
293600.000000 57.1900542173
293800.000000 57.7633764480
294000.000000 58.1845942824
294200.000000 56.7812219527
294400.000000 57.3480244507
294600.000000 56.5484264483
294800.000000 57.9291908670
295000.000000 56.8890204004
295200.000000 57.1725511071
295400.000000 57.7564434248
295600.000000 57.7656279874
295800.000000 58.3619929435
296000.000000 58.2023536411
296200.000000 57.2403466072
296400.000000 57.2527984019
296600.000000 56.8771913905
296800.000000 57.6469748101
297000.000000 58.2932414765
297200.000000 58.3633408699
297400.000000 57.3213534868
297600.000000 57.8278993085
297800.000000 56.5943169101
298000.000000 57.0847825677
298200.000000 57.6282700069
298400.000000 57.0199295073
298600.000000 56.3050295897
298800.000000 57.0514847778
299000.000000 58.1394099696
299200.000000 56.5444623494
299400.000000 55.3460490271
299600.000000 54.2287906114
299800.000000 54.1089815239
300000.000000 54.8058579900
300200.000000 55.2595547480
300400.000000 54.7638652412
300600.000000 56.0161302756
300800.000000 55.5978575378
301000.000000 55.8609603860
301200.000000 56.4098284510
301400.000000 55.7026053004
301600.000000 58.1626925102
301800.000000 57.1651129053
302000.000000 54.4954568282
302200.000000 56.2695865273
302400.000000 56.3439568391
302600.000000 54.5853952764
302800.000000 55.2656684693
303000.000000 53.5235823998
303200.000000 53.2622825666
303400.000000 54.9529211009
303600.000000 54.8938192245
303800.000000 55.6122055010
304000.000000 55.2133808161
304200.000000 55.1664268497
304400.000000 56.5349077104
304600.000000 55.8318883367
304800.000000 54.9101442478
305000.000000 56.6269319957
305200.000000 56.4779973266
305400.000000 55.6886481197
305600.000000 55.6549844286
305800.000000 55.5724960199
306000.000000 55.4372697012
306200.000000 55.5308727690
306400.000000 55.7708324870
306600.000000 54.4203115689
306800.000000 55.5783570301
307000.000000 55.4867165711
307200.000000 56.2380636307
307400.000000 55.8310713387
307600.000000 56.5209255867
307800.000000 56.1744794314
308000.000000 55.5541939737
308200.000000 55.6363100976
308400.000000 55.7451831172
308600.000000 55.4521901790
308800.000000 54.2392769130
309000.000000 54.8216924766
309200.000000 54.1859018483
309400.000000 53.0376540993
309600.000000 54.0462690992
309800.000000 53.9433080696
310000.000000 52.3262344090
310200.000000 52.6519325585
310400.000000 51.8220059255
310600.000000 51.2512430712
310800.000000 52.7354134956
311000.000000 53.5650157147
311200.000000 54.9065145810
311400.000000 53.3398418533
311600.000000 54.1627755000
311800.000000 54.0889298428
312000.000000 55.2721484916
312200.000000 54.8693468691
312400.000000 57.1487822316
312600.000000 56.4292631372
312800.000000 55.1547536775
313000.000000 56.0715501432
313200.000000 53.6308038168
313400.000000 52.6783151932
313600.000000 54.6656404738
313800.000000 53.4246853066
314000.000000 53.2146972553
314200.000000 54.8915201426
314400.000000 53.4535163606
314600.000000 54.1045622267
314800.000000 52.7173318180
315000.000000 51.6673945529
315200.000000 53.2420869644
315400.000000 53.8439023321
315600.000000 54.3271196442
315800.000000 54.0362399542
316000.000000 53.6921150197
316200.000000 54.9911837044
316400.000000 55.8157579288
316600.000000 55.0677687510
316800.000000 53.6381482595
317000.000000 54.6134743671
317200.000000 55.2292156367
317400.000000 55.5432772358
317600.000000 56.6055634819
317800.000000 56.0272750300
318000.000000 55.9668885099
318200.000000 56.2526286298
318400.000000 54.7878023892
318600.000000 55.5027324866
318800.000000 54.4376196465
319000.000000 55.7991165181
319200.000000 56.2362970730
319400.000000 57.9616463503
319600.000000 56.6282989088
319800.000000 55.6649661161
320000.000000 55.1996557181
320200.000000 55.3704014996
320400.000000 56.8209376949
320600.000000 56.6779639702
320800.000000 55.6464496543
321000.000000 56.6721859669
321200.000000 55.5245719829
321400.000000 56.6513324978
321600.000000 56.2041431626
321800.000000 56.8367465746
322000.000000 56.3946511181
322200.000000 57.0686830552
322400.000000 55.8701066484
322600.000000 57.2814035766
322800.000000 58.7436657609
323000.000000 56.7409918138
323200.000000 57.1643562747
323400.000000 56.7788393168
323600.000000 56.5659503615
323800.000000 55.9222707580
324000.000000 56.3163107226
324200.000000 55.5201225242
324400.000000 55.4689416844
324600.000000 55.5764151814
324800.000000 55.4127921223
325000.000000 55.9706346523
325200.000000 56.6287312523
325400.000000 56.9435166750
325600.000000 55.6714552355
325800.000000 56.7247043732
326000.000000 56.5570220849
326200.000000 56.1703017920
326400.000000 56.3218313619
326600.000000 54.3689562496
326800.000000 55.3853837462
327000.000000 55.7255028709
327200.000000 56.5400408463
327400.000000 55.3276650210
327600.000000 56.1882454653
327800.000000 57.2830553517
328000.000000 58.4886791698
328200.000000 57.7006500444
328400.000000 57.3206727375
328600.000000 57.0369352835
328800.000000 56.4394217304
329000.000000 56.2029883675
329200.000000 56.8675964884
329400.000000 55.9376457675
329600.000000 55.6105775413
329800.000000 55.0041165530
330000.000000 55.2871340328
330200.000000 56.1116018636
330400.000000 56.0432431758
330600.000000 56.4731911175
330800.000000 55.1289004751
331000.000000 56.4638554989
331200.000000 58.0719302363
331400.000000 56.8357388715
331600.000000 55.9059493319
331800.000000 55.7964457206
332000.000000 56.1029272328
332200.000000 55.2367382588
332400.000000 55.4875389271
332600.000000 55.7695867099
332800.000000 55.5696991851
333000.000000 55.5141310281
333200.000000 56.8571512795
333400.000000 56.9611437590
333600.000000 57.6032126818
333800.000000 56.1715033668
334000.000000 56.0175854624
334200.000000 55.8518245979
334400.000000 56.4818145217
334600.000000 55.6438939574
334800.000000 56.7342671433
335000.000000 56.5365734386
335200.000000 57.1320136409
335400.000000 55.4681276241
335600.000000 57.1202874506
335800.000000 57.4358580837
336000.000000 57.4466227453
336200.000000 57.0672463873
336400.000000 56.1896416012
336600.000000 58.5654605709
336800.000000 56.4386273932
337000.000000 56.0318314183
337200.000000 55.8563314102
337400.000000 56.9703300599
337600.000000 56.7750623777
337800.000000 58.1183382455
338000.000000 58.0313168944
338200.000000 59.1750343724
338400.000000 59.0268534734
338600.000000 59.1533862678
338800.000000 59.3748759849
339000.000000 57.8102410085
339200.000000 58.9647874702
339400.000000 58.0665500523
339600.000000 58.4913813605
339800.000000 59.3866189455
340000.000000 59.9801426963
340200.000000 60.8339566581
340400.000000 60.4482932017
340600.000000 59.7281490905
340800.000000 59.8522449021
341000.000000 60.4794628378
341200.000000 59.2538358969
341400.000000 58.9305932660
341600.000000 58.6174057167
341800.000000 59.0478388622
342000.000000 58.9119205884
342200.000000 58.4577307054
342400.000000 58.6728392193
342600.000000 57.0854850184
342800.000000 59.0845579904
343000.000000 57.5994637762
343200.000000 59.2665318518
343400.000000 59.0961841924
343600.000000 57.8287657763
343800.000000 58.9744246089
344000.000000 58.9505706479
344200.000000 57.7487695358
344400.000000 58.1654385553
344600.000000 58.0709863592
344800.000000 57.8513392677
345000.000000 57.2266867440
345200.000000 57.5129530489
345400.000000 57.5873231492
345600.000000 56.9072431475
345800.000000 56.6157172821
346000.000000 55.1630351636
346200.000000 55.8599283766
346400.000000 56.3220452765
346600.000000 55.9622890748
346800.000000 55.6194673153
347000.000000 56.1009898093
347200.000000 56.3438509380
347400.000000 54.7542458574
347600.000000 55.4532068892
347800.000000 54.3734823294
348000.000000 54.2982056836
348200.000000 56.7312235434
348400.000000 57.1190422304
348600.000000 55.0622002666
348800.000000 54.3181167144
349000.000000 54.0786939992
349200.000000 56.0820457601
349400.000000 54.9514630262
349600.000000 54.4830341103
349800.000000 55.6009528223
350000.000000 54.3678358525
350200.000000 54.9927063652
350400.000000 54.4506632433
350600.000000 54.8047976596
350800.000000 56.7554381197
351000.000000 56.3824198663
351200.000000 56.5360317145
351400.000000 55.4054404527
351600.000000 54.2844503199
351800.000000 52.8836259942
352000.000000 55.1458849365
352200.000000 55.9406267926
352400.000000 56.6829509863
352600.000000 55.9417591023
352800.000000 56.3147287877
353000.000000 57.3176621284
353200.000000 56.7646113782
353400.000000 57.6163175897
353600.000000 57.7476942713
353800.000000 58.3840628961
354000.000000 57.5523300107
354200.000000 56.6752737636
354400.000000 56.0055959329
354600.000000 56.7983144380
354800.000000 55.4625358893
355000.000000 54.5595473566
355200.000000 53.1868832500
355400.000000 54.3834286114
355600.000000 53.7517930935
355800.000000 53.5741433550
356000.000000 53.6593456094
356200.000000 54.2433810601
356400.000000 54.5501020912
356600.000000 55.2758311965
356800.000000 53.7742120969
357000.000000 54.4925887629
357200.000000 54.8280831518
357400.000000 53.5735914822
357600.000000 53.0580222213
357800.000000 53.1805366342
358000.000000 53.0579281913
358200.000000 53.3590887261
358400.000000 52.9050916081
358600.000000 53.5538807493
358800.000000 53.0833134877
359000.000000 54.2038416727
359200.000000 54.8531774266
359400.000000 54.3493224983
359600.000000 53.4808314502
359800.000000 53.0169790421
360000.000000 52.9842380246
360200.000000 53.9794060495
360400.000000 53.4383711845
360600.000000 53.8015967621
360800.000000 54.6352091887
361000.000000 54.7589484850
361200.000000 53.5668282142
361400.000000 52.9625109380
361600.000000 53.5798570047
361800.000000 54.3406920145
362000.000000 54.5670194381
362200.000000 54.4020497693
362400.000000 54.2561016732
362600.000000 54.5066884028
362800.000000 54.8976292217
363000.000000 54.5098649869
363200.000000 54.8334472361
363400.000000 55.4735487376
363600.000000 55.0683460281
363800.000000 54.9362113500
364000.000000 53.7287646436
364200.000000 54.2787132376
364400.000000 55.5057505071
364600.000000 53.4437903221
364800.000000 53.3521906882
365000.000000 53.8380836566
365200.000000 52.6834101656
365400.000000 54.6405103353
365600.000000 55.7938973581
365800.000000 53.4337476931
366000.000000 54.2569946325
366200.000000 55.3734737302
366400.000000 55.3098542867
366600.000000 56.1900487616
366800.000000 55.3808638488
367000.000000 55.1160971035
367200.000000 53.5027837355
367400.000000 53.9185928691
367600.000000 54.0264201721
367800.000000 55.1853873744
368000.000000 55.0296346652
368200.000000 55.5479933373
368400.000000 56.3948072015
368600.000000 57.5198009826
368800.000000 57.6791150939
369000.000000 56.5780669915
369200.000000 55.6689321059
369400.000000 55.1892642559
369600.000000 56.5511266592
369800.000000 55.5734884703
370000.000000 54.0415044466
370200.000000 53.8529626980
370400.000000 53.8673587843
370600.000000 53.3909748201
370800.000000 54.6414567825
371000.000000 55.9594709545
371200.000000 56.3969817624
371400.000000 56.5164251781
371600.000000 57.2418716636
371800.000000 55.4987143812
372000.000000 54.9856117678
372200.000000 55.6038548533
372400.000000 56.0816102975
372600.000000 55.2805018388
372800.000000 55.4303798032
373000.000000 55.2798640733
373200.000000 55.7004049714
373400.000000 54.9521928533
373600.000000 54.6368036610
373800.000000 54.6861938686
374000.000000 55.0319675509
374200.000000 55.6425116279
374400.000000 55.7151183383
374600.000000 55.1308426453
374800.000000 55.4985636848
375000.000000 54.8672376458
375200.000000 55.8147106651
375400.000000 54.2592380731
375600.000000 55.3950791457
375800.000000 56.0322635098
376000.000000 55.8371060325
376200.000000 55.4004063299
376400.000000 55.2838231073
376600.000000 56.1829444772
376800.000000 54.8284578573
377000.000000 54.9765057712
377200.000000 53.4301441878
377400.000000 55.8350166283
377600.000000 55.5111528787
377800.000000 55.5874371378
378000.000000 57.2955972272
378200.000000 55.5015164759
378400.000000 55.4757052928
378600.000000 55.5276816327
378800.000000 55.3277512986
379000.000000 55.8837714780
379200.000000 53.7530850672
379400.000000 54.1814974384
379600.000000 54.1786618743
379800.000000 54.4768595091
380000.000000 55.1890043133
380200.000000 54.2294333717
380400.000000 56.7196603188
380600.000000 55.6101445620
380800.000000 54.0426297351
381000.000000 53.8699908913
381200.000000 55.6225969535
381400.000000 54.4494397744
381600.000000 54.7679471280
381800.000000 55.8806292006
382000.000000 56.5484532684
382200.000000 57.7915013195
382400.000000 56.3114780089
382600.000000 55.7009648896
382800.000000 55.1624070984
383000.000000 55.0619594642
383200.000000 54.5702178671
383400.000000 55.6866892800
383600.000000 54.1413903213
383800.000000 53.3721823728
384000.000000 53.1660432175
384200.000000 53.4007751357
384400.000000 54.6904469933
384600.000000 55.6260436547
384800.000000 57.0843734086
385000.000000 56.8851961889
385200.000000 58.3500359100
385400.000000 56.8772460981
385600.000000 57.3237364034
385800.000000 57.0964812566
386000.000000 58.8419059265
386200.000000 57.8520745030
386400.000000 57.5246198570
386600.000000 59.8152780734
386800.000000 59.6324978468
387000.000000 59.7637137857
387200.000000 58.3739428894
387400.000000 56.3876299900
387600.000000 56.9493454502
387800.000000 56.8061131190
388000.000000 55.8509131654
388200.000000 55.2494094171
388400.000000 55.1990600496
388600.000000 54.4048488403
388800.000000 53.5690584495
389000.000000 54.8641593889
389200.000000 54.7820335215
389400.000000 55.0662195295
389600.000000 56.3858355808
389800.000000 57.0896701147
390000.000000 55.5843816498
390200.000000 55.5867473217
390400.000000 55.5390182334
390600.000000 55.1443210385
390800.000000 55.8967606437
391000.000000 56.7068924136
391200.000000 57.3039337439
391400.000000 56.9165737371
391600.000000 56.5543010327
391800.000000 56.2707787252
392000.000000 56.8387554074
392200.000000 56.0622018842
392400.000000 58.1439313437
392600.000000 57.9453163843
392800.000000 56.8416986423
393000.000000 58.2915032975
393200.000000 57.4347160374
393400.000000 57.3975026422
393600.000000 59.6411002313
393800.000000 58.2836443550
394000.000000 58.3261071781
394200.000000 59.1513516022
394400.000000 59.5345706218
394600.000000 61.1359257984
394800.000000 59.8979918380
395000.000000 59.9321003466
395200.000000 59.8405492193
395400.000000 61.1079348649
395600.000000 58.3504328795
395800.000000 59.5111197905
396000.000000 62.0070611839
396200.000000 61.7111488173
396400.000000 60.3127489524
396600.000000 59.7582331534
396800.000000 58.0320099643
397000.000000 58.3422637163
397200.000000 57.2403575323
397400.000000 56.5607939584
397600.000000 56.2204233642
397800.000000 54.6922770656
398000.000000 55.2072792946
398200.000000 56.1359435566
398400.000000 56.9918127866
398600.000000 57.1367722022
398800.000000 55.0895987895
399000.000000 57.3887188173
399200.000000 55.6469306748
399400.000000 57.7904933033
399600.000000 56.4560590623
399800.000000 57.2010591536
400000.000000 57.7098762451
