time_ps,frag1,frag2,frag3,frag4,frag5,frag6,frag7,frag8,frag9,frag10,frag11,frag12,frag13,frag14,frag15,frag16,frag17,frag18,frag19,frag20,frag21,frag22,frag23,frag24,frag25,frag26,frag27,frag28,frag29,frag30,frag31,frag32,frag33,frag34,frag35,frag36,frag37,frag38,frag39,frag40,frag41,frag42
4600.000000,52.5316703819,80.7659915532,148.7694944112,71.0471791380,131.2512602426,57.3739156498,82.4092287180,116.8042436747,93.8433537235,112.1686591455,140.4609408402,48.7284752411,119.3784702491,131.9536628708,186.5310830176,141.5512754552,144.0837931523,159.5642654015,62.6222313112,110.0035610437,139.1557606368,180.6236543504,176.8745653174,104.7341578428,71.9513071993,152.2505710087,52.0593036372,87.8345502016,138.9518148018,130.0378086147,79.0468388936,95.0977316092,192.8638138319,88.4091166784,74.1079930850,133.9222532612,114.1699686120,104.3976487989,119.4469139741,143.5674750963,174.6670790621,116.4196647617
4800.000000,60.4621809831,107.5777565072,157.1132142856,73.0273856072,127.2027148024,64.3846942412,60.2920856740,113.7827604083,85.0384470276,124.8032177317,128.3000987879,55.1000860493,138.1399178383,123.8934713903,189.9363905638,135.4940704620,148.3367052547,175.1655331611,58.1369365662,119.0788823668,150.5041621391,162.7198308622,172.8789928252,104.0131748377,78.7216541996,144.1606179225,53.7813252318,81.5261121932,140.6458805727,120.1586581243,81.5544772393,82.3299049361,182.0995137495,96.2838645919,78.1915831470,123.5585428799,116.7146399376,97.9508099439,117.9978193450,138.7557357255,165.4391301593,128.4362829480
5000.000000,60.0401107450,101.8093309610,151.1972098976,87.0624419175,135.3394858519,62.9749194770,60.1666093814,117.5647790802,83.7169568317,127.0957309957,125.2621678355,57.7989352973,120.6279006317,129.8454254277,179.9112570199,142.3512190280,144.8055432336,176.9742026641,59.6483841563,117.9380700589,142.2948197836,181.3501867974,158.9089741767,102.2779795975,80.5987749786,130.7784932649,70.9179190887,80.1621549731,139.7885978828,118.3311717093,79.4950543218,79.2510718000,162.6322160356,89.5952866720,76.4334184234,140.1359474567,116.7790876847,85.4741786956,131.2780980086,130.9747403997,174.1185911402,122.0114683960
5200.000000,76.3561398656,109.3095364263,151.3280479379,94.8886971774,138.3561537949,66.1324677133,63.5908470055,111.1474438617,94.1548840044,123.7613863435,136.7620484391,48.7535104932,117.5848840731,138.0878474756,183.9273982837,143.9642879343,149.0583152116,173.4282803803,57.7102697607,117.2430197486,132.6443944681,168.9777073943,167.0973192217,112.2517675877,72.5078205604,143.7033289855,63.7374025445,80.2997889694,146.2699648085,106.5497833838,88.1006543260,83.7978404878,159.8463749643,103.0268669310,79.9130600544,154.5036249153,107.9592307286,86.1739835202,123.1845085737,140.7470071648,168.6977649311,131.0404716520
5400.000000,63.6024561442,113.9251823535,148.5533577096,77.4620668961,152.4666574447,70.9032209753,58.2558516769,114.4547758113,104.8523439374,136.9678655559,127.5978244856,53.4925681827,122.2410890350,161.7461181194,174.6630315255,130.5618966073,142.6747814670,169.2461507582,70.0027582890,117.8547185810,135.5350465374,168.3335444026,157.6579169026,106.1014234956,84.7530547083,139.9386520707,56.7331489577,82.2572556629,154.9886855422,97.6102717505,93.3166547098,84.3258696006,164.6740032303,109.6413550740,77.6910419065,157.6418844437,99.9845012775,97.0383275130,125.6028493193,147.8741892736,170.8762712295,118.7060578940
5600.000000,60.7750669380,104.7480270783,134.1869015163,103.5218558259,160.1207400528,77.3895549865,56.7103441196,118.0943785383,102.3131721658,142.8217667470,134.1046924843,56.0618070232,100.2847402519,169.3160215195,180.5612327894,125.0465993026,141.5454782676,179.6157508658,72.1942826190,109.8628762922,158.3057391145,179.9765628155,163.9060726540,103.0979691378,82.0058530707,141.5301239707,69.4621473252,74.3626568314,150.7170009107,106.3383725383,85.6234874204,84.2998966814,168.3030701314,99.8668798807,81.3813234033,152.0691675517,108.9633652482,111.5919277880,128.7703459472,147.5339283365,175.2995520607,130.3766586923
5800.000000,64.4556251765,115.3232251674,132.4324449887,85.7626548201,154.9698893195,77.1239677905,61.3573698532,106.9637599559,97.5450609888,142.2929008814,136.8143751559,63.3457421389,94.1697536593,151.5202615256,179.2701221228,126.7079352351,138.0172355026,163.3125608009,84.1724225911,101.0454201494,147.1231137123,157.2399215599,159.5756755912,105.1885571943,84.5157046178,144.3946994974,57.5659295669,72.2221757508,154.6800273626,102.8725387157,81.5689726987,91.0728477081,152.4717882963,104.6488970225,79.9224108569,143.6495031197,120.0081503408,104.3232545225,120.3112713611,160.5923759922,156.6185925925,128.1925683731
6000.000000,70.9019475499,126.0105412359,136.9383201715,86.6052453373,141.8909743079,71.3479677759,68.4501643534,123.0964183731,83.9358736742,132.1936593600,129.5084810034,57.3928334383,104.5514517522,136.4443919660,175.6191311572,132.5011510196,155.4525759541,166.6762574505,86.0840069111,101.1517974389,142.0838594367,168.6871705618,152.6422105862,105.7510472441,86.3554086905,128.5005420945,56.0168916199,73.9810782079,152.9240317542,105.8188484808,82.3614271445,97.4331926777,150.3805524780,98.1881003230,89.0630878891,154.7511301026,122.1712025213,111.1200899328,120.1732821889,152.5130202333,150.3993740689,139.0568692964
6200.000000,52.5308790438,130.2434674687,137.2206893341,78.7640694156,151.5646579521,64.3376929108,85.2453981130,122.8546513985,97.6319853563,119.1315270956,137.4558370170,49.9532724577,107.8784939827,139.7361306690,184.0712784398,133.6148936353,172.2543819216,172.7393956789,67.5078554503,108.6111439215,139.5835990226,180.3377437947,148.6568978134,104.0369745328,84.0740688605,137.5690184533,57.3516143183,71.7371674587,174.7272173312,114.5573921963,77.7729908122,104.6982606131,157.3413525788,87.4495076483,74.5371932291,154.2049267314,125.6027055386,98.5899238870,122.5494901196,162.8938848512,157.5644293746,145.8008869129
6400.000000,50.4648209126,120.0447245351,121.9259186646,87.5642350806,152.2281402140,66.9728694899,78.2335284819,111.6343593549,78.5993408743,124.5492194224,140.9435552380,49.7354602918,105.4648378510,130.5720296242,175.1832813091,152.8602133750,175.6178787916,183.5450622169,65.7091619791,108.3321113464,149.5331079519,160.6269814147,166.0007815611,89.0883210598,75.5138969032,127.9572449112,52.7841264530,74.3784290484,156.9237838800,112.0965646547,76.8840023993,107.4317484171,159.2933959809,88.8674237196,77.9563202489,121.9281812575,124.1658313791,104.2932500840,105.5598321819,159.6817921946,148.6851076638,144.0467461988
6600.000000,60.3589791130,146.4027102818,138.8882298752,88.4871154363,147.5836612657,63.5247069983,82.9372915185,109.7016470635,76.9065040775,116.0314880843,127.1951922801,45.4229038156,111.9034454968,137.6331164881,181.7381234169,124.5556355656,174.7578763207,183.0604880272,63.7664364043,102.5898475800,143.7637099884,156.6071456077,133.9009767988,95.8747009948,82.1308907138,127.7115345527,55.1477567816,80.7086696483,143.6404382700,104.4644874850,63.9381787726,95.4514824558,159.2904572406,91.0674122232,72.5451901372,134.6020237889,116.2897216260,91.4130437031,116.9039287280,137.3951946970,142.7091107884,157.8647167241
6800.000000,55.5743179040,139.1852014676,161.1400494975,92.1767091608,143.4013291116,66.3049773169,104.7559960433,113.2435893880,89.3814539752,119.5907444781,138.5094748483,50.0006314350,87.3217013816,140.5142416632,191.9563393101,139.3530549867,197.8891106013,190.9168633272,72.2370017304,98.7466827928,163.8975106628,151.4014180803,156.6029274775,104.2449507037,79.2208053179,143.5812305069,61.6481817455,76.2943609809,137.1406315766,111.9242412082,79.6827002772,101.7136479240,151.7230318970,101.5869031874,84.7377512509,129.4364039111,125.6981414673,99.0533023344,113.1193521433,158.1468874566,129.6719685202,156.6120766280
7000.000000,48.2197209256,127.4158425473,144.5365859074,82.7942109886,153.4439846825,69.0516647731,99.0542429187,119.6996346903,87.9674232786,123.8358912292,126.2863598240,61.4650657772,77.2318393391,151.7488919870,184.8249275492,146.2871671305,185.6807605468,180.5240020691,58.1564014833,105.9220581330,164.8486715855,144.9406424835,176.0342107143,92.7891665280,75.8777062121,133.0200211342,56.5594278298,81.9598657537,171.2812765726,102.2072442153,74.8180288414,96.0606628306,147.5870371743,102.1332549851,90.8702887596,126.7444605578,121.0764863452,94.9052783065,115.0077160855,162.2591851387,142.9454352122,145.9594754313
7200.000000,54.1309404027,128.9148118843,143.6736505267,81.8214305605,144.3822489691,58.4373393910,90.2108559133,119.3418181171,91.0596911572,137.0540880634,143.0577978003,54.3816080810,90.9142428287,142.5173139234,220.7426277197,133.5474730181,159.2497967596,189.3565527377,63.1763019834,98.5667911527,149.9417557810,146.9872750190,136.9429142659,95.1838343428,81.4392539674,145.6321059587,55.1875708988,86.8880129349,142.7946497671,100.2905129202,72.3897241803,102.6661914021,145.8108181657,121.4875447183,95.8967569652,122.7502021791,126.9811614404,92.6882862773,120.9376496374,162.2037096189,139.3455955568,129.8215655244
7400.000000,53.2550741577,110.8132322106,136.3852108130,81.1961472821,153.8768971478,53.0801083979,72.7214495503,118.3070375537,96.3157838127,119.8089641182,125.7793607555,57.0601793267,106.1363566086,153.6349390475,213.5872044450,126.0419139043,157.6937792640,187.0988261945,70.7304485019,94.7939525388,146.6078868835,140.2338191219,138.6650502444,87.0588417869,78.9156074161,138.8752240825,51.1201547799,78.6068690368,144.9305962844,106.6703312430,61.6116272080,107.8065669763,157.4608749827,120.1123814509,103.8358574944,117.8880247960,136.6569859213,114.7252360165,129.2864752662,153.7225620525,144.9311356746,111.5521315398
7600.000000,53.5687754836,93.7526533857,139.7327880329,101.6566316705,157.4780605040,52.5538523457,61.3423350858,97.3918691635,92.1368380909,107.8964875114,126.6858183826,49.7842621845,78.9905802662,125.6789547732,199.6981232747,114.4938068013,155.7162223653,173.0414910471,67.3690401254,97.8224490348,135.5985714153,130.1689834686,125.2173036506,86.4140531576,83.9901667217,126.7756436829,70.6744831537,69.6485437359,127.0259622324,117.5847016890,63.8523377317,98.3694553882,135.7508670393,108.2043534699,88.6006748130,98.4555520764,127.2901241826,110.0176793191,125.1549064812,153.4010371691,144.2966974822,115.8378591467
